brands,categories,categories_tags,code,countries,countries_tags,created_t,ecoscore_grade,generic_name,image_url,ingredients_tags,ingredients_text,labels,labels_tags,last_modified_t,manufacturing_places,origins,origins_tags,packaging,packaging_tags,packagings,product_name,stores,source,search_query,ecoscore_score,ecoscore_tags
Dr. Oetker,"Coffee drinks, de:Milchmischerzeugnisse","['en:beverages-and-beverages-preparations', 'en:beverages', 'en:coffee-drinks', 'de:Milchmischerzeugnisse']",4023600016468,Germany,['en:germany'],1693739024,unknown,,https://images.openfoodfacts.org/images/products/402/360/001/6468/front_de.100.400.jpg,"['en:skimmed-milk', 'en:dairy', 'en:milk', 'en:whole-milk', 'en:milk-proteins', 'en:protein', 'en:animal-protein', 'en:coffee', 'en:flavouring', 'en:stabiliser', 'en:caffeine', 'en:sweetener', 'en:thickener', 'en:e500', 'en:e340', 'en:e950', 'en:e407']","75 % MAGERMILCH, 16 % VOLLMILCH, 5,5 % MILCHEIWEIßERZEUGNIS, 2,0 % flüssiger Kaffee-Extrakt, Aroma, Stabilisatoren (Natriumcarbonate, Kaliumphosphate), 0,02 % Koffein, Süßungsmittel (Acesulfam K), Verdickungsmittel (Carrageen).","Nutriscore Grade C, Rainforest Alliance Coffee","['en:nutriscore', 'en:nutriscore-grade-c', 'en:rainforest-alliance', 'en:rainforest-alliance-coffee']",1780859479,,,[],,,"[{'food_contact': 1, 'material': 'en:pp-5-polypropylene', 'shape': 'en:pot'}, {'food_contact': 0, 'material': 'en:cardboard', 'shape': 'de:Hülle'}, {'food_contact': 1, 'material': 'en:plastic', 'shape': 'en:lid'}, {'food_contact': 0, 'material': 'en:aluminium', 'shape': 'en:film'}]",High Protein Coffee Drink - Caramel Macchiato Style,"Aldi, Edeka, Netto MD, Rewe",food,kaffee,,
Amazon,"Coffees, Instant coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:instant-beverages', 'en:instant-coffees']",5400606955110,Germany,['en:germany'],1732130274,unknown,,https://images.openfoodfacts.org/images/products/540/060/695/5110/front_de.3.400.jpg,,,,,1775243245,,,,,,[],Kaffee,,food,kaffee,,
Nespresso,"Beverages, Coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:coffees']",7630585378626,Germany,['en:germany'],1748796427,unknown,,https://images.openfoodfacts.org/images/products/763/058/537/8626/front_de.6.400.jpg,,,,[],1780235837,,,[],,,[],Kazaar,,food,kaffee,,
Emmi,"Coffees, Coffee drinks, Boissons-au-café, Groceries","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:coffees', 'en:coffee-drinks', 'en:Boissons-au-café', 'en:Groceries']",7610900138890,"Austria, Belgium, France, Germany, Luxembourg, Netherlands, Switzerland","['en:austria', 'en:belgium', 'en:france', 'en:germany', 'en:luxembourg', 'en:netherlands', 'en:switzerland']",1426531855,unknown,,https://images.openfoodfacts.org/images/products/761/090/013/8890/front_en.49.400.jpg,"['en:semi-skimmed-milk', 'en:dairy', 'en:milk', 'en:arabica-coffee', 'en:coffee', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:stabiliser', 'en:carrageenan-thickener', 'en:e339']","77% Part Skimmed Milk, 18% Freshly Prepared Arabica Coffee, Sugar, Stabilizer (E339), Carrageenan Thickener","Made in Swiss, Rainforest Alliance","['en:made-in-swiss', 'en:rainforest-alliance']",1774068888,Suisse,,[],,[],[],Caffè Latte Expresso,,food,kaffee,,
Illy,"Beverages, Coffees, Instant coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:instant-beverages', 'en:instant-coffees']",8003753144290,"Belgium, France, Germany, Luxembourg","['en:belgium', 'en:france', 'en:germany', 'en:luxembourg']",1536153125,unknown,Café soluble avec café torréfié moulu- Instant Coffee,https://images.openfoodfacts.org/images/products/800/375/314/4290/front_fr.4.400.jpg,"['en:instant-coffee', 'en:coffee', 'en:ground-roasted-coffee', 'en:ground-coffee']","Café soluble, café torréfié moulu 3 %.",Made in Swiss,['en:made-in-swiss'],1774264418,Suisse,,[],"Métal, Plastique, Boîte","['en:metal', 'en:plastic', 'en:box']","[{'material': 'en:metal', 'shape': 'en:box'}, {'material': 'en:metal'}, {'material': 'en:plastic', 'shape': 'en:lid'}]",Instant Coffee CLASSICO,Delhaize,food,kaffee,,
Segafredo,"Beverages, Roasted coffee beans","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:coffee-beans', 'en:roasted-coffee-beans']",8003410311171,"Austria, France, Germany","['en:austria', 'en:france', 'en:germany']",1537084669,f,,https://images.openfoodfacts.org/images/products/800/341/031/1171/front_de.56.400.jpg,"['en:coffee-beans', 'en:coffee']",geröstete Kaffeebohnen,,[],1771502611,Italie,Non European Union,['en:non-european-union'],"Plastique, Film en plastique, Kunststoff,","['en:plastic', 'de:film-en-plastique', 'de:plastique']","[{'material': 'en:plastic', 'shape': 'en:film'}, {'material': 'en:plastic', 'shape': 'en:bag'}]",Intermezzo Gusto e Corposo Kaffee,"Edeka, Hofer, Kaufland, Metro",food,kaffee,-16.0,
Jacobs,"Beverages, Coffees, Powdered cappucino","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:instant-beverages', 'en:instant-coffees', 'en:powdered-cappucino']",8711000525067,"France, Germany","['en:france', 'en:germany']",1538547790,unknown,,https://images.openfoodfacts.org/images/products/871/100/052/5067/front_fr.10.400.jpg,"['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:glucose-syrup', 'en:monosaccharide', 'en:glucose', 'en:coconut-fat', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-fat', 'de:löslicher-bohnenkaffee', 'de:molkenerzeugnisse', 'en:maltodextrin', 'en:skimmed-milk-powder', 'en:dairy', 'en:milk-powder', 'en:stabiliser', 'en:flavouring', 'en:anti-caking-agent', 'de:ganz-gehärtet', 'en:milk', 'en:e340', 'en:e1450', 'en:e551']","Zucker, Glukosesirup, Kokosfett (ganz gehärtet), löslicher Bohnenkaffee (9,8%), Molkenerzeugnisse (aus Milch), Maltodextrin, Magermilchpulver, Stabilisatoren (E340, E1450), Aroma, Trennmittel (E551)",,,1773706688,,,,,[],[],Cappuccino,,food,kaffee,,
Lavazza,"Beverages, Coffee beans","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:coffee-beans']",8000070027435,"France, Germany","['en:france', 'en:germany']",1539617585,f,,https://images.openfoodfacts.org/images/products/800/007/002/7435/front_de.30.400.jpg,"['en:coffee-beans', 'en:coffee']",Kaffeebohnen,Made in Italy,['en:made-in-italy'],1748647590,Italien,Australia,['en:australia'],Kunststoff,['en:plastic'],"[{'food_contact': 1, 'material': 'en:plastic'}]",Caffé Crema Dolce Kaffee,,food,kaffee,-7.0,
"Bohnen, Dallmayr, Loacker","Beverages, Coffee beans","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:coffee-beans']",4008167103219,"Germany, Morocco","['en:germany', 'en:morocco']",1546161122,f,,https://images.openfoodfacts.org/images/products/400/816/710/3219/front_de.21.400.jpg,['de:cafe'],cafe,,,1780645727,,,,"Packung(en), en:mixed plastic-bag","['de:packung-en', 'en:mixed-plastic-bag']","[{'material': 'en:plastic', 'shape': 'en:bag'}, {'shape': 'en:packet'}]",Dallmayr prodomo,,food,kaffee,-20.0,
"Edeka, Gut & Günstig","Beverages, Coffees, Powdered cappucino","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:instant-beverages', 'en:instant-coffees', 'en:powdered-cappucino']",4311501482162,Germany,['en:germany'],1552501212,unknown,"Getränkepulver mit löslichem Bohnenkaffee, Typ Classico",https://images.openfoodfacts.org/images/products/431/150/148/2162/front_de.21.400.jpg,"['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:skimmed-milk-powder', 'en:dairy', 'en:milk-powder', 'de:löslicher-bohnenkaffee', 'en:coconut-fat', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-fat', 'en:glucose-syrup', 'en:monosaccharide', 'en:glucose', 'en:acidity-regulator', 'en:stabiliser', 'en:maltodextrin', 'en:e501', 'en:e339']","Zucker, _Magermilchpulver_, 14% löslicher Bohnenkaffee, Kokosfett, Glukosesirup, Säureregulator Kaliumcarbonate, Stabilisator Natriumphosphate, Maltodextrin","Rainforest Alliance, UTZ Certified Coffee","['en:sustainable-farming', 'en:rainforest-alliance', 'en:utz-certified', 'en:utz-certified-coffee']",1774489587,,Brazil,['en:brazil'],"Dose,Deckel,Kunststoff,82 C/PAP","['en:plastic', 'en:can', 'en:lid', 'de:82-c-pap']","[{'food_contact': 0, 'material': 'en:plastic', 'shape': 'en:lid'}, {'food_contact': 0, 'material': 'xx:82-c-pap'}, {'food_contact': 1, 'material': 'en:metal', 'shape': 'en:can'}]",Cappuccino,Edeka,food,kaffee,,
Amaroy,"Beverages, Coffees, Instant coffees","['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:beverage-preparations', 'en:coffees', 'en:instant-beverages', 'en:instant-coffees']",4061458002820,Germany,['en:germany'],1567083089,unknown,,https://images.openfoodfacts.org/images/products/406/145/800/2820/front_de.45.400.jpg,"['de:baad-das-rainforest-alliance-siegel-steht-für-eine-bessere-zukunft-für-mensch-und-natur', 'de:www-ra-org-löslicher-kaffee-200-ge-man-the-veral-gelbe']",baad Das Rainforest Alliance Siegel steht für eine bessere Zukunft für Mensch und Natur. www.ra.org Löslicher Kaffee 200 ge man the VERAL Gelbe,"Rainforest Alliance, UTZ Certified Coffee","['en:sustainable-farming', 'en:rainforest-alliance', 'en:utz-certified', 'en:utz-certified-coffee']",1773411777,,,[],,[],[],Kaffee Classic löslich,,food,kaffee,,
,"Incorrect product type, non-food-products, open-beauty-facts","['en:incorrect-product-type', 'en:non-food-products', 'en:open-beauty-facts']",4066447091748,"Germany, Morocco","['en:germany', 'en:morocco']",1701004329,unknown,,,,,,,1771272558,,,,,,[],Balea Shampoo Men,,beauty,shampoo,,
Balea,"Incorrect product type, non-food-products, open-beauty-facts","['en:incorrect-product-type', 'en:non-food-products', 'en:open-beauty-facts']",4066447745443,"Germany, Morocco","['en:germany', 'en:morocco']",1723554878,unknown,,https://images.openbeautyfacts.org/images/products/406/644/774/5443/front_bg.5.400.jpg,,,,,1771272860,,,,,,[],Anti Schuppen Shampoo,,beauty,shampoo,,
"Cien, Win Cosmetic","Shampoos, Incorrect product type, non-food-products, open-beauty-facts","['en:hair', 'en:shampoos', 'en:incorrect-product-type', 'en:non-food-products', 'en:open-beauty-facts']",4056489235620,Germany,['en:germany'],1725613875,unknown,,https://images.openbeautyfacts.org/images/products/405/648/923/5620/front_de.4.400.jpg,"['en:water', 'en:sodium-laureth-sulfate', 'en:cocamidopropyl-betaine', 'en:sodium-chloride', 'en:sodium-benzoate', 'en:citric-acid', 'en:glycol-distearate', 'de:ldl-parfum', 'en:laureth-4', 'en:laureth', 'en:cocamide-mea', 'en:guar-hydroxypropyltrimonium-chloride', 'en:panthenol', 'en:potassium-sorbate', 'en:butylene-glycol', 'en:formic-acid', 'en:glucose', 'en:lactic-acid', 'de:humulus-lupulus-extract', 'en:chamomilla-recutita-flower-extract', 'en:natural-extracts', 'en:flower-extracts', 'de:rosmarinus-officinalis-leaf-extract', 'de:urtica-dioica-extract', 'de:melissa-officinalis-leaf-extract', 'de:19140', 'en:ci-42090', 'de:equisetum-arvense-extract', 'en:salvia-officinalis-leaf-extract', 'en:leaf-extracts', 'en:ci-47005', 'en:colorants', 'en:caramel', 'en:tartaric-acid']","Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Sodium Benzoate, Citric Acid, Glycol Distearate, LDL Parfum, Laureth-4, Cocamide MEA, Guar Hydroxypropyltrimonium Chloride, Panthenol, Potassium Sorbate, Butylene Glycol, Formic Acid, Glucose, Lactic Acid, Humulus Lupulus Extract, Chamomilla Recutita Flower Extract, Rosmarinus Officinalis Leaf Extract, Urtica Dioica Extract, Melissa Officinalis Leaf Extract, 19140, CI 42090, Equisetum Arvense Extract, Salvia Officinalis Leaf Extract, CI 47005, Caramel, Tartaric Acid.","Without microplastics, Without silicon, de:Recyceltes Plastik","['en:without-microplastics', 'en:without-silicon', 'de:Recyceltes Plastik']",1743032579,Deutschland,,[],"Kunststoff,LDPE,HDPE","['kunststoff', 'ldpe', 'hdpe']",[],Shampoo 7 Kräuter,Lidl,beauty,shampoo,,
head & shoulders,,[],8001090890054,Germany,['en:germany'],1690210646,unknown,,,,,,[],1746411822,,,[],,,[],Anti Schuppen Shampoo,,beauty,shampoo,,
SALT HOUSE,"Incorrect product type, non-food-products, open-beauty-facts","['en:incorrect-product-type', 'en:non-food-products', 'en:open-beauty-facts']",4008890006429,Germany,['en:germany'],1583168906,unknown,,https://images.openbeautyfacts.org/images/products/400/889/000/6429/front_de.3.400.jpg,,,,[],1746730494,,,[],,[],[],Salthouse Totes Meer Shampoo Anti-Schuppen,,beauty,shampoo,,
Garnier,"Shampoos, Incorrect product type, non-food-products, open-beauty-facts","['en:hair', 'en:shampoos', 'en:incorrect-product-type', 'en:non-food-products', 'en:open-beauty-facts']",3600542461511,"Germany, Iraq","['en:germany', 'en:iraq']",1711816330,unknown,,https://images.openbeautyfacts.org/images/products/360/054/246/1511/front_en.9.400.jpg,,,,,1771275524,,,,,,[],,,beauty,shampoo,,
éla,"Incorrect product type, non-food-products, open-beauty-facts","['en:incorrect-product-type', 'en:non-food-products', 'en:open-beauty-facts']",4262395460012,Germany,['en:germany'],1764860610,unknown,,https://images.openbeautyfacts.org/images/products/426/239/546/0012/front_de.5.400.jpg,,,,,1779692423,,,,,,[],Hydrate & Shine Shampoo,,beauty,shampoo,,
,,[],5012008733007,Germany,['en:germany'],1698404117,unknown,,https://images.openbeautyfacts.org/images/products/501/200/873/3007/front_de.3.400.jpg,,,,[],1739296720,,,[],,,[],shampoo,,beauty,shampoo,,
Cien,"Incorrect product type, non-food-products, open-beauty-facts","['en:incorrect-product-type', 'en:non-food-products', 'en:open-beauty-facts']",4056489329770,Germany,['en:germany'],1646234431,unknown,,https://images.openbeautyfacts.org/images/products/405/648/932/9770/front_de.11.400.jpg,,,Vegan,"['en:vegetarian', 'en:vegan']",1739946860,,,[],,,[],Shampoo vegan Aloe Vera,,beauty,shampoo,,
Cien,Shampoos,"['en:hair', 'en:shampoos']",4056489318460,Germany,['en:germany'],1690915284,unknown,,https://images.openbeautyfacts.org/images/products/405/648/931/8460/front_de.7.400.jpg,"['en:aqua', 'en:sodium-laureth-sulfate', 'en:cocamidopropyl-betaine', 'en:sodium-chloride', 'en:sodium-benzoate', 'en:citric-acid', 'en:glycol-distearate', 'en:parfum', 'en:laureth-4', 'en:laureth', 'en:cocamide-mea', 'en:guar-hydroxypropyltrimonium-chloride', 'en:panthenol', 'en:potassium-sorbate', 'en:humulus-lupulus-extract', 'en:propylene-glycol', 'en:formic-acid', 'en:lactic-acid']","Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Sodium Benzoate, Citric Acid, Glycol Distearate, Parfum, Laureth-4, Cocamide MEA, Guar Hydroxypropyltrimonium Chloride, Panthenol, Potassium Sorbate, Humulus Lupulus Extract, Propylene Glycol, Formic Acid, Lactic Acid.","Vegan, Made in Germany, Without microplastics, Without silicon","['en:vegetarian', 'en:vegan', 'en:made-in-germany', 'en:without-microplastics', 'en:without-silicon']",1771055535,,Germany,['en:germany'],,,"[{'material': 'en:hdpe-2-high-density-polyethylene', 'number_of_units': 1, 'shape': 'en:bottle'}, {'material': 'en:pp-5-polypropylene', 'number_of_units': 1, 'shape': 'en:lid'}]",Shampoo for men für normales Haar,Lidl,beauty,shampoo,,
Cien,,,4056489688082,Germany,['en:germany'],1710958289,unknown,,https://images.openbeautyfacts.org/images/products/405/648/968/8082/front_en.7.400.jpg,,,,,1754729476,,,,,,[],Anti schuppen Shampoo,,beauty,shampoo,,
Seba med,"Incorrect product type, non-food-products, open-beauty-facts","['en:incorrect-product-type', 'en:non-food-products', 'en:open-beauty-facts']",4103040048943,Germany,['en:germany'],1722949658,unknown,,,,,,,1737040839,,,,,,[],shampoo,,beauty,shampoo,,
Balea,"Incorrect product type, non-food-products, open-beauty-facts","['en:incorrect-product-type', 'en:non-food-products', 'en:open-beauty-facts']",4066447704761,Germany,['en:germany'],1730213225,unknown,,,,,,,1737042055,,,,,,[],Balea feste Seife,,beauty,seife,,
Lacura,"Soaps, non-food-products, open-beauty-facts","['en:hygiene', 'en:soaps', 'en:non-food-products', 'en:open-beauty-facts']",4061464932647,Germany,['en:germany'],1731079307,unknown,,https://images.openbeautyfacts.org/images/products/406/146/493/2647/front_de.9.400.jpg,,,"No colorings, Without microplastics","['en:no-colorings', 'en:without-microplastics']",1776565770,,,[],,,[],Pflegende Seife - 3 % Urea,"Aldi Nord, Aldi Süd",beauty,seife,,
CD,"non-food-products, open-beauty-facts","['en:non-food-products', 'en:open-beauty-facts']",5000468000074,"Germany, Luxembourg","['en:germany', 'en:luxembourg']",1519802598,unknown,,https://images.openbeautyfacts.org/images/products/500/046/800/0074/front_fr.10.400.jpg,,,Vegan,"['en:vegetarian', 'en:vegan']",1705952499,,,[],,,[],Milde Seife - Aloe Vera,,beauty,seife,,['unknown']
Kiona  Aldi,"Incorrect product type, de:Flüssigseife, non-food-products, open-beauty-facts","['en:incorrect-product-type', 'de:Flüssigseife', 'en:non-food-products', 'en:open-beauty-facts']",29023462,Germany,['en:germany'],1662120297,unknown,Seife Flüssig,https://images.openbeautyfacts.org/images/products/000/002/902/3462/front_de.3.400.jpg,,,,[],1737042054,,,[],,[],[],Seife Flüssig,,beauty,seife,,
Speick Original,"Soaps, Incorrect product type, non-food-products, open-beauty-facts, seifen","['en:hygiene', 'en:soaps', 'en:incorrect-product-type', 'en:non-food-products', 'en:open-beauty-facts', 'en:seifen']",4009800001008,Germany,['en:germany'],1607321993,unknown,,https://images.openbeautyfacts.org/images/products/400/980/000/1008/front_de.11.400.jpg,"['de:ingredients', 'de:sodium-cocoate', 'en:water', 'en:e422', 'de:parfum', 'de:valeriana-celtica', 'de:extract', 'de:lavandula-angustifolia', 'de:oil', 'de:caprylic', 'de:capric-triglyceride', 'de:cera-alba', 'en:honey', 'en:added-sugar', 'de:potassium-laurate', 'de:sodium-gluconate', 'de:sodium-chloride', 'de:ci-15850', 'de:ci-75120', 'de:benzyl-salicylate', 'de:eugenol', 'de:limonene', 'de:linalool', 'de:sodium-tallowate', 'de:water', 'de:fragrance', 'de:speick', 'de:lavender', 'de:beeswax', 'de:honey', 'de:pigment-red-57', 'en:e160b', 'de:1']","Ingredients: Sodium Tallowate, Sodium Cocoate, Aqua (Water), Glycerin, Parfum (Fragrance), Valeriana Celtica (Speick) Extract, Lavandula Angustifolia (Lavender) Oil, Caprylic/Capric Triglyceride, Cera Alba (Beeswax), Mel (Honey), Potassium Laurate, Sodium Gluconate, Sodium Chloride, CI 15850 (Pigment Red 57:1), CI 75120 (Annatto), Benzyl Salicylate, Eugenol, Limonene, Linalool",,[],1774451222,,,[],pap,['pap'],[],Seife,,beauty,seife,,
Sagrotan,"Incorrect product type, non-food-products, open-beauty-facts","['en:incorrect-product-type', 'en:non-food-products', 'en:open-beauty-facts']",4002448100065,"France, Germany","['en:france', 'en:germany']",1587809595,unknown,,https://images.openbeautyfacts.org/images/products/400/244/810/0065/front_de.3.400.jpg,,,,[],1739291864,,,[],,,[],Hygiene Seife Hydra Care - Kamille Duft,,beauty,seife,,
Frosch,,,4001499957482,Germany,['en:germany'],1710269530,unknown,,https://images.openbeautyfacts.org/images/products/400/149/995/7482/front_en.3.400.jpg,"['de:ingredients-aqua', 'en:sodium-laureth-sulfate', 'en:sodium-chloride', 'en:glycerin', 'en:cocamidopropyl-betaine', 'de:coco-glucoside', 'en:glyceryl-oleate', 'en:dipropylene-glycol', 'de:prunus-persica-flower-extract', 'en:citric-acid', 'en:lactic-acid', 'en:sodium-benzoate', 'en:fragrance', 'en:ci-45100', 'en:ci-47005', 'en:colorants', 'de:frei-von-mikroplastik-frei-von-edta-frei-von-parabenen', 'de:frei-von-tierischen-inhaltsstoffen-hergestellt-in-einem-emas-zertifizierten-unternehmen']","INGREDIENTS * Aqua, Sodium Laureth Sulfate, Sodium Chloride, Glycerin, Cocamidopropyl Betaine, Coco-Glucoside, Glyceryl Oleate, Dipropylene Glycol, Prunus Persica Flower Extract, Citric Acid, Lactic Acid, Sodium Benzoate, Parfum, CI 45100, CI 47005. frei von Mikroplastik frei von EDTA frei von Parabenen vegan: frei von tierischen Inhaltsstoffen hergestellt in einem EMAS-zertifizierten Unternehmen",,,1761075194,,,,,,"[{'material': 'en:ldpe-4-low-density-polyethylene', 'number_of_units': 1, 'quantity_per_unit': '500ml', 'quantity_per_unit_unit': 'ml', 'quantity_per_unit_value': 500, 'recycling': 'de:4 LDPE', 'shape': 'en:bag', 'weight_measured': 26}]",Pfirsichblüte Sensitiv Seife,,beauty,seife,,
